V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,,,,,,
0.927699686,1.295513828,0.810087886,1.694011538,0.87323969,2.206709702,1.34391863,4.526674783,0.992373805,1.568951026,2.828294733,0.981992448,3.076352858,1.614085813,0.832939578,,,,,,
2.282120129,0.775520174,2.515689492,2.984358972,1.069481155,1.541221098,1.49525931,1.71625844,3.041845508,4.489910817,1.216373142,1.517996536,1.234413504,1.382171399,2.011559433,,,,,,
2.200164901,1.376980616,1.512552709,1.514519828,1.243722017,0.812834489,1.834178929,0.891973311,1.854841836,2.144147444,3.042541646,3.879789865,1.008290494,1.244007367,0.985517515,,,,,,
0.887661424,0.936000838,1.109892586,1.285273526,3.742975201,0.908356758,1.754493908,3.531733629,0.932510295,3.685666676,1.289320188,1.033019967,3.049245886,1.972921972,2.720122765,,,,,,
1.851124331,1.209641605,1.955295109,1.690263645,2.685403044,2.135359512,2.422453077,1.061627354,1.697187589,2.730361817,1.540358043,2.119404176,2.366678366,3.14404046,0.828861774,,,,,,
1.744516679,1.611079488,2.749966469,1.517299393,1.348494097,1.00541495,4.300297885,1.738290475,1.689826483,2.491395824,1.70204223,2.355497488,0.79933452,5.062834702,1.042946391,,,,,,
1.585434207,1.721373399,1.168110974,1.129234927,1.327746884,0.476325487,1.359523849,2.32934089,3.877242528,4.12575459,3.043922425,1.118612996,2.670316638,1.387667968,2.390749148,,,,,,
3.085595998,1.825834778,1.447691829,2.317478493,0.469061313,2.400339361,2.791679943,1.331506221,0.656050837,1.438935599,1.937754017,1.561976754,1.812938965,1.789611185,1.897501414,,,,,,
1.249194461,2.159245737,1.807025013,2.837990511,1.314321541,2.265210933,3.334264107,0.773487338,1.703214914,1.107041145,3.727438918,1.354751768,1.491683369,1.188287141,2.948792049,,,,,,
6.103929054,1.960862904,1.248773974,3.550918723,1.832717505,1.416962086,1.635613265,3.862817958,0.82709002,1.583114805,1.270562521,2.186256513,1.49163042,0.910634935,0.940945341,,,,,,
2.060719563,3.175497367,1.307694614,1.094214591,2.102367354,2.855165914,1.13496226,1.570810297,2.016916226,3.284855445,1.999296714,2.38142777,1.328261338,1.046165212,1.543112934,,,,,,
1.267805616,2.673737398,1.006170876,0.700949818,1.448769122,1.777978551,2.020304548,1.75890094,3.351966924,1.043199025,2.142963047,1.338270211,0.933013647,1.7194852,1.83373352,,,,,,
1.867143483,1.642574261,0.976213866,1.389388114,3.805705733,1.29116271,1.253377171,2.452565884,1.464961252,1.773933689,1.459871613,1.271761461,0.560891692,2.399592812,1.343991622,,,,,,
2.695460643,2.099590047,0.744288628,1.408210413,0.943809113,1.572573895,1.62463428,0.921657058,0.833178468,1.093537204,1.946352032,0.729939885,2.251071959,1.536578327,1.684705566,,,,,,
1.942022239,2.259596493,1.70557338,0.774968309,1.069369405,1.253464139,1.500326935,1.820022606,2.176530709,2.553693461,2.265286141,2.586048597,3.005962,1.837887751,0.910181022,,,,,,
2.121078412,1.755731701,1.483337822,1.376936242,1.724681276,1.724843179,1.527356504,1.351307222,3.712262719,1.049512198,1.988047534,1.54350144,0.87594587,0.880415118,1.377384003,,,,,,
3.193680517,1.326179887,1.383642298,0.927696113,1.377490538,3.470323236,1.637083171,2.343045735,1.743765934,0.947354701,1.915410749,2.582931935,1.919993298,2.467164887,1.923289499,,,,,,
1.512926611,1.22113568,8.31516478,0.616633652,1.025813498,0.880852931,1.898166249,1.38233408,1.791876199,1.039186137,4.461641507,2.492274135,0.932352087,2.121775707,2.396496032,,,,,,
1.617289808,1.569463325,2.008374027,1.939207516,1.797250707,2.12316403,0.760254506,2.159157715,1.50483416,2.898410321,2.058592655,1.397932755,1.121792075,0.765031835,2.195597633,,,,,,
0.838645419,1.861650096,4.388791465,1.578512856,1.409614629,1.750240807,1.665135021,1.282489447,3.026023848,1.926734845,1.605204339,1.172110623,1.941639801,2.121039116,1.91907648,,,,,,
2.603236714,1.585804723,0.787396381,0.681730056,1.69857338,2.416393731,1.609958849,1.902539713,2.157207515,4.091896312,1.74523721,2.018046699,4.842599132,1.513545299,2.573703389,,,,,,
0.426938773,1.159398074,1.835754233,3.238110944,2.5258337,0.925107115,2.372735156,1.313539699,1.025041954,3.336697655,2.047202194,1.208608294,1.836921201,2.48258016,3.005818841,,,,,,
1.077035494,2.102203338,2.595100899,2.048679076,0.863284237,2.521481564,2.178723833,1.143401058,1.927001117,1.674560785,2.321780051,0.898988345,2.619901052,1.259934614,1.185492771,,,,,,
3.977778493,1.099260493,2.74144397,1.305873116,1.069235204,2.136945492,2.242342668,1.201349422,3.263615764,1.525390833,1.861007651,2.19030958,4.023950321,1.072312662,2.084437603,,,,,,
2.037372223,1.963774043,3.305744145,2.802484914,1.786326477,2.398214365,1.518811737,2.006795053,3.980524993,2.369647621,1.235639106,0.464299012,1.691237631,1.678358716,1.292223892,,,,,,
1.173114221,1.850321395,1.240531629,2.868601376,3.241517743,3.532626763,1.272888974,2.172295199,1.600385709,0.625237018,2.001953672,1.268045393,1.296159842,2.279727896,1.918254139,,,,,,
1.310906027,1.499041115,1.578746051,1.959808036,1.797144807,0.906248605,2.13291875,2.776317067,1.328202127,2.6771511,1.389921722,1.628984392,1.948927888,1.367941899,1.962650951,,,,,,
2.545564705,1.649379003,1.011687159,1.164944541,2.292066488,1.520418572,1.148603977,2.781869412,2.511316952,1.396875641,2.313237407,1.837537697,2.15839798,2.338102693,1.128838763,,,,,,
4.088561209,1.044989382,2.099821287,0.940933656,3.323600227,0.822931752,0.77073955,2.091687887,2.395629856,1.210986653,2.659879717,2.971005419,1.272472029,0.364660124,1.09202073,,,,,,
1.69679027,1.764189054,3.256954505,1.123468539,1.798138019,0.544425923,2.91662741,4.640411181,1.19931626,0.948151024,1.097883273,3.036814615,3.07179075,2.508243123,1.348371291,,,,,,
1.856361292,2.425041524,2.767879738,1.946748098,1.243234669,2.042956445,0.846124953,3.372798721,2.151573036,2.332174184,3.550259647,3.044083245,1.710967029,1.853712476,2.381054576,,,,,,
1.807882251,1.653750162,3.525591533,3.559948619,2.484036945,4.697962091,2.287300768,0.811748556,1.594835215,2.478111153,2.174306675,1.2390187,1.727603913,1.767643494,1.23882659,,,,,,
4.635951265,5.176659605,1.950315529,1.817624924,1.285022337,1.212964822,1.066647992,2.165150258,1.512602342,1.385081851,1.541516808,1.467484563,1.486235833,2.644002348,4.443290115,,,,,,
1.043190403,1.751124106,1.336946289,1.828955637,1.855275598,2.395479954,3.966845237,1.960363439,1.047312871,1.483169205,0.665232638,0.889250176,2.305046935,2.905325061,1.048013027,,,,,,
1.430119851,5.679235946,1.296099686,1.891194746,1.270293884,3.746817538,1.509341542,0.857349488,1.041805821,2.883309359,1.244055775,0.752948074,1.342038448,1.71833465,2.177448443,,,,,,
1.024387939,2.631010978,1.235938768,1.305930484,3.477466181,2.147201604,1.37762555,1.590487536,1.734709422,2.538286519,0.832043809,0.939679064,1.077190406,4.020459306,1.844493997,,,,,,
0.651292154,1.985523937,2.148302174,1.950719582,1.037089482,0.795482332,3.713978663,1.617947947,5.147399418,1.735753373,2.02724194,1.767576467,0.859927233,2.701457666,2.110190314,,,,,,
2.853085148,1.468879332,0.700585706,2.462897278,1.010027697,2.245012648,2.087667679,1.396742915,0.826792958,1.744553715,2.910698173,2.123343596,1.340204684,1.994240614,2.476313668,,,,,,
3.344304311,1.108536244,0.474431227,1.832235691,1.414598491,0.958288205,2.811015252,3.142664029,1.475333556,2.430784006,0.76853576,1.69291554,1.800101258,1.328589103,1.371240733,,,,,,
1.474471875,1.526425737,2.480592117,1.427464013,1.375157867,5.166744592,1.573065608,3.342931592,1.657198519,1.220591795,1.138306612,1.552786421,2.408928644,1.482850366,2.215625068,,,,,,
1.862415636,3.318844659,1.332956068,3.557145563,3.682982242,2.016850765,1.122509427,1.373514753,1.401128109,1.332026045,1.838417203,2.921945049,3.181236791,0.787622591,2.203171878,,,,,,
2.126176704,0.916142675,2.278894584,2.977917999,2.211707408,1.24194799,1.048542118,1.186503117,2.663180627,2.47427866,3.406353813,2.198171778,1.06693613,1.664647306,3.235009643,,,,,,
1.915208373,0.750871386,4.283682799,1.459556008,0.760381765,1.335052084,1.399914426,0.713835328,3.316082012,2.836408708,2.591235432,1.069650092,1.65576805,1.855429872,1.316590933,,,,,,
0.858894021,1.328047846,1.34373564,4.292099491,0.686825391,1.81444294,2.052147061,2.18146182,1.144819237,1.188537806,1.580877359,1.435834328,1.134614836,2.007177662,1.050167643,,,,,,
1.26912719,0.963859982,1.579593905,1.690881929,1.779799049,2.340920333,1.369656199,1.707784761,0.73750462,2.2050005,1.857762578,1.341249557,1.133195095,1.535064681,1.648872792,,,,,,
1.228674326,4.15009958,3.932174486,3.121190424,2.272390616,2.098650513,1.651124091,1.921388399,1.377851202,1.492123771,2.000223893,2.339690545,1.741327261,0.945224226,2.705315016,,,,,,
1.733149391,0.997980346,3.174186181,1.227213545,2.029904654,2.022782148,1.878240082,2.167082672,3.041905867,2.095855853,2.282402495,0.848081113,1.815805972,2.231685627,3.46433613,,,,,,
2.483725883,1.772356478,3.498658319,1.302003646,1.079186725,2.174050812,1.012468881,1.756450488,1.602211456,1.472251589,1.451271812,1.815936461,2.172268519,1.909126455,1.328189546,,,,,,
2.516373592,1.602424835,2.483530704,1.282255437,4.074313393,2.470161105,1.43790749,1.333600952,2.856169871,5.840223419,0.823917976,3.353116332,2.375369596,1.125492184,0.983839373,,,,,,
4.283208358,1.154944079,4.238924336,2.056774362,0.777466216,0.933663117,1.575168381,2.574794345,3.366390033,5.317435025,2.003421978,2.194580417,1.062655452,1.316965396,1.4593366,,,,,,
2.159678449,3.77012824,1.575507269,5.086090513,2.953200783,1.768330658,0.501223342,2.239303431,2.296703463,1.288032629,1.152252004,1.103109039,1.961844782,0.986396035,1.358010703,,,,,,
2.866376958,1.596764531,1.683792148,1.153147532,1.075473747,1.121765268,1.212426117,1.52978108,2.343090039,1.23129224,1.416469949,2.403082333,3.080789745,1.455933168,0.702370415,,,,,,
2.124872327,2.01539953,0.990956796,2.311476465,1.611914513,1.514993611,1.716086805,3.068627056,1.812441038,1.497611614,1.710731651,3.125098731,1.415376888,0.591689815,2.937679399,,,,,,
2.166298786,1.581800737,1.585842869,1.953719217,1.054462511,2.081840292,0.924916406,0.941190268,1.092724596,2.069734916,2.649607275,1.119708001,1.403319551,2.06609637,1.141285222,,,,,,
0.78544477,1.704213696,2.454103473,2.119344934,1.250956293,1.84006647,0.678712426,1.878835208,1.141309961,1.81892006,1.414816546,1.922601565,1.864806451,3.130737314,2.925659056,,,,,,
