"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
2,11,10,24,52,100,266,526,1012,1557,1707,1440,921,507,286,121,57,22,11,1,2
2,14,18,53,146,324,686,1219,1669,1747,1257,780,381,202,120,51,25,20,12,7,1
5,3,6,16,49,125,338,639,1228,1668,1674,1304,827,446,195,90,58,20,19,5,3
1,2,9,13,34,68,180,400,762,1330,1701,1642,1158,589,307,186,89,40,25,13,4
1,3,4,2,8,34,62,110,343,633,1142,1692,1707,1266,834,426,187,90,49,18,5
1,3,7,24,73,159,370,796,1279,1725,1550,1174,731,348,198,88,49,21,7,2,2
4,5,17,39,89,232,462,864,1444,1768,1513,1015,618,304,150,74,29,23,10,3,1
1,1,10,23,53,98,281,615,1108,1624,1780,1401,883,415,201,91,43,27,13,14,5
2,7,16,46,107,243,529,893,1446,1722,1538,1079,587,299,152,67,29,21,7,2,3
2,4,16,34,93,202,414,772,1392,1790,1580,1137,638,337,159,77,38,15,9,6,1
1,5,8,30,64,128,310,666,1208,1679,1796,1274,766,377,186,99,37,17,14,9,7
2,3,18,31,102,244,487,997,1501,1804,1501,1009,511,249,128,59,24,16,16,2,0
2,3,16,30,65,161,377,757,1402,1783,1661,1205,636,312,158,74,34,13,5,3,0
2,4,5,15,25,72,158,346,741,1249,1749,1718,1200,715,361,148,74,30,19,10,3
2,6,4,37,79,186,383,850,1230,1731,1727,1118,651,361,194,100,51,31,17,6,7
1,2,5,33,56,128,294,590,1122,1627,1738,1412,899,442,219,95,37,15,5,7,6
1,6,10,13,14,36,59,134,293,669,1126,1642,1711,1384,794,429,203,108,63,18,10
1,2,7,27,58,153,374,709,1313,1736,1687,1214,696,384,223,75,52,26,9,4,1
5,8,40,70,139,240,487,910,1426,1648,1439,947,616,299,175,76,60,28,18,6,1
1,2,3,1,8,33,89,184,370,709,1320,1825,1692,1099,649,374,184,86,40,24,8
2,2,16,38,68,188,390,728,1304,1695,1672,1186,705,345,192,89,46,21,9,5,2
3,15,39,93,200,423,838,1423,1745,1663,1010,613,311,156,94,28,14,9,1,0,0
4,12,29,80,159,387,804,1318,1711,1675,1218,660,325,150,73,32,19,9,3,4,2
1,5,6,15,34,67,202,533,956,1538,1887,1562,1029,521,242,117,50,31,11,5,0
1,3,20,42,129,235,464,826,1265,1721,1539,1085,649,356,172,77,47,25,10,6,2
3,18,56,89,221,467,930,1506,1809,1471,977,532,285,157,84,40,19,8,5,2,2
2,4,12,12,24,50,125,270,591,1091,1639,1784,1386,867,474,231,88,46,12,8,4
0,5,0,0,2,1,13,25,52,148,348,720,1203,1602,1705,1305,769,374,177,88,37
1,2,10,44,80,182,381,798,1312,1683,1580,1193,648,377,169,96,58,18,8,6,2
3,2,5,24,52,126,293,581,969,1624,1856,1432,891,461,221,112,67,26,9,1,3
2,3,8,22,48,112,229,454,913,1546,1726,1556,996,520,283,118,65,27,15,5,11
1,1,6,11,34,89,195,360,766,1276,1582,1622,1209,687,393,224,96,37,26,6,4
1,2,4,1,3,2,2,10,19,46,100,254,538,1062,1597,1748,1473,888,489,251,144
3,3,3,10,23,50,139,337,616,1107,1635,1679,1391,815,457,252,115,49,27,18,7
3,5,18,47,129,318,584,1059,1643,1699,1375,887,427,231,142,64,31,18,6,3,1
4,9,28,62,198,417,842,1506,1877,1639,1055,543,236,144,55,31,19,3,4,0,1
1,2,6,12,22,32,94,217,483,810,1231,1659,1524,1101,670,369,179,73,34,19,9
2,12,32,58,129,353,647,1100,1644,1726,1376,773,453,214,97,45,25,9,2,0,4
3,3,11,29,52,128,311,596,1186,1653,1816,1357,728,427,207,83,37,20,6,4,2
6,3,12,35,107,210,496,941,1465,1706,1507,1041,573,294,157,70,31,14,6,2,4
3,9,18,24,74,144,335,674,1198,1614,1726,1261,775,431,223,100,46,26,10,1,3
5,9,10,10,43,95,243,479,895,1418,1796,1598,990,507,279,133,79,43,17,11,1
1,2,3,7,18,81,140,310,632,1142,1667,1758,1262,843,412,194,109,42,29,10,3
3,9,13,39,62,150,221,455,884,1415,1645,1504,1075,565,308,187,77,31,21,11,1
1,3,12,14,44,75,162,388,670,1143,1612,1552,1281,793,444,212,109,47,37,13,6
1,2,5,9,8,19,32,102,203,450,866,1378,1634,1515,1120,650,331,153,86,27,9
5,3,11,20,44,105,226,510,962,1483,1664,1468,1001,562,261,119,68,38,18,15,6
3,10,17,32,101,239,464,856,1424,1709,1506,1022,611,329,148,51,38,12,11,7,7
4,11,41,97,249,534,1029,1521,1725,1464,988,512,251,119,55,21,8,5,2,0,0
2,9,21,34,115,251,462,905,1376,1710,1450,1059,597,290,142,74,42,15,7,2,0
2,12,24,89,206,422,848,1351,1814,1633,1088,614,318,134,58,32,18,8,2,0,0
4,17,38,111,208,501,901,1420,1762,1583,988,575,273,121,52,40,14,5,6,2,1
4,8,12,27,50,118,296,655,1163,1595,1727,1266,863,441,201,92,56,32,6,8,7
5,3,3,10,29,69,163,359,708,1250,1712,1792,1223,702,372,173,75,33,20,6,3
2,3,11,20,39,68,135,328,648,1195,1566,1669,1312,833,418,202,103,62,33,8,6
2,5,8,23,36,97,218,518,902,1459,1691,1518,1047,508,294,131,55,43,20,8,6
3,3,5,16,35,99,177,396,862,1414,1801,1621,1145,576,290,152,78,39,8,9,4
4,14,19,74,151,315,637,1151,1579,1677,1332,824,486,217,106,51,19,10,4,2,1
3,4,12,30,62,107,222,498,1073,1562,1846,1482,885,518,241,104,43,20,10,6,1
1,3,10,30,81,180,373,700,1206,1660,1693,1253,724,419,189,81,48,23,7,1,0
4,8,8,26,42,73,151,381,793,1405,1747,1643,1195,630,332,180,71,34,23,5,4
1,6,17,27,72,114,275,603,1211,1726,1703,1374,798,396,181,91,45,23,3,4,3
2,3,12,32,86,214,494,1052,1534,1774,1529,896,522,252,106,59,42,14,6,1,1
2,5,10,16,11,39,76,138,352,662,1224,1615,1643,1240,732,399,194,113,49,25,10
3,1,9,19,34,90,209,389,867,1494,1867,1628,1028,581,310,164,44,33,8,7,2
2,1,6,8,29,92,180,443,873,1454,1785,1564,972,608,320,141,83,42,14,11,4
2,5,10,33,82,218,404,899,1344,1704,1560,1004,655,306,158,94,34,29,16,13,6
2,1,3,6,9,20,73,180,405,838,1425,1785,1597,1061,664,337,152,75,39,30,14
2,6,14,40,77,122,267,562,993,1450,1663,1363,901,502,286,150,82,39,27,17,6
4,7,23,50,89,151,369,665,1243,1726,1694,1168,730,392,172,85,44,33,15,8,0
1,12,21,66,158,337,770,1298,1717,1617,1196,724,394,190,92,44,14,8,1,2,1
4,6,34,78,189,400,774,1343,1770,1603,1118,674,362,179,93,39,21,7,3,1,1
1,10,16,34,63,149,326,621,1114,1565,1775,1323,799,434,198,89,50,19,14,8,1
4,6,16,22,67,149,381,773,1329,1755,1607,1165,685,368,169,76,42,26,5,2,1
1,4,3,4,20,35,82,186,374,726,1329,1662,1694,1168,729,365,167,103,42,25,7
1,2,4,1,9,18,47,96,201,472,938,1468,1792,1469,1037,553,298,149,68,25,20
3,1,2,3,9,21,27,68,133,275,597,1132,1579,1786,1298,843,448,269,128,55,32
1,14,22,74,163,340,734,1306,1837,1786,1226,690,349,140,63,16,9,3,2,0,0
0,6,15,51,100,219,385,725,1284,1683,1588,1123,659,353,193,138,46,39,13,9,6
1,5,17,33,74,156,392,828,1447,1824,1683,1103,618,309,144,73,28,12,9,2,1
1,4,10,23,69,162,352,802,1346,1736,1690,1126,699,358,159,77,38,9,11,1,2
3,9,14,43,98,224,505,1012,1551,1719,1488,1010,520,286,129,57,29,13,8,3,2
1,3,10,24,68,171,359,786,1384,1762,1615,1150,673,365,183,81,61,22,12,4,1
2,2,9,21,26,61,129,255,501,1012,1495,1709,1505,947,500,290,126,57,25,14,6
2,6,27,38,104,241,551,1013,1555,1754,1482,911,476,232,107,65,33,11,6,2,0
8,11,20,36,151,337,679,1227,1720,1681,1239,707,402,194,80,34,24,7,3,2,1
2,0,6,3,12,15,62,131,349,716,1192,1686,1620,1271,761,416,210,107,44,9,9
1,1,2,12,24,40,62,153,308,601,1102,1548,1744,1297,836,456,260,122,57,29,8
2,7,18,35,125,252,557,1059,1479,1826,1469,934,458,231,114,51,21,10,10,0,0
3,3,3,10,34,83,211,489,861,1428,1817,1609,999,603,299,148,69,38,19,4,5
2,9,24,60,137,268,562,1062,1481,1710,1326,935,496,252,123,63,24,17,13,7,0
2,2,4,9,20,38,143,317,701,1216,1719,1695,1288,751,397,225,105,49,15,11,4
1,5,18,65,150,358,644,1158,1612,1614,1241,855,462,220,108,67,35,29,20,10,5
6,15,47,114,204,453,936,1378,1660,1524,973,625,336,164,96,33,13,8,1,0,0
3,0,2,11,32,72,148,357,789,1335,1780,1614,1183,685,351,168,81,26,19,7,1
3,3,20,42,121,263,616,1028,1585,1743,1439,921,532,233,100,52,30,11,6,5,3
1,8,5,16,20,67,138,320,602,1074,1552,1700,1381,863,470,225,105,47,29,11,5
1,0,9,14,36,78,190,367,702,1271,1689,1702,1211,650,363,178,93,46,26,17,8
