"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
6,10,20,41,91,137,267,397,555,746,791,854,838,627,459,325,242,151,102,61,33
3,5,11,18,38,67,83,157,221,399,590,753,895,960,687,623,429,255,144,118,68
5,1,2,2,0,5,12,23,34,71,98,136,142,238,330,481,640,735,791,780,602
1,4,6,16,33,46,74,158,234,317,490,626,785,795,832,705,527,363,236,142,83
2,4,1,2,12,13,20,31,50,67,99,184,296,384,533,629,784,833,728,660,536
5,0,4,5,4,10,8,16,23,46,81,131,198,352,479,655,715,769,732,689,541
1,2,2,6,15,34,50,96,128,177,288,471,728,900,992,873,733,476,323,201,142
4,6,13,45,90,198,324,469,589,824,853,785,692,540,400,278,214,162,107,73,47
3,11,24,50,97,139,247,386,525,709,795,792,694,588,510,341,273,177,113,70,52
5,4,3,5,9,29,71,107,140,222,383,546,729,872,898,724,674,468,291,186,99
2,8,8,8,13,39,66,108,232,329,475,592,732,833,802,633,474,388,232,184,117
